title,release_date,critic_score,audience_score,release_year,movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
Date Night,"Released Apr 9, 2010",0.67,0.55,2010,tt1279935,Date Night,2010,PG-13,88 min,"Comedy, Crime, Romance",6.3,"In New York City, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and dangerous.",Shawn Levy,/name/nm0506613/,"Steve Carell, 
Tina Fey, 
Mark Wahlberg, 
Taraji P. Henson","/name/nm0136797/,/name/nm0275486/,/name/nm0000242/,/name/nm0378245/",165348.5,98711404.0
Sex & Drugs & Rock & Roll,2010,0.72,0.66,2010,tt1393020,Sex & Drugs & Rock & Roll,2010,TV-MA,115 min,"Biography, Drama, Music",6.5,"A biography of Ian Dury, who was stricken with polio at a young age and defied expectations by becoming one of the founders of the punk-rock scene in Britain in the 1970s.",Mat Whitecross,/name/nm1475971/,"Andy Serkis, 
Tom Hughes, 
Clifford Samuel, 
Joseph Kennedy","/name/nm0785227/,/name/nm3433735/,/name/nm2666885/,/name/nm2362602/",4320.0,
Multiple Sarcasms,"Released May 7, 2010",0.09,0.24,2010,tt0984210,Multiple Sarcasms,2010,R,97 min,"Comedy, Drama, Romance",4.7,"NYC, 1979: Gabriel and Annie's marriage is falling apart with only their daughter holding it together. Gabriel quits his architect job to become a playwright, writing about his life. Annie and Liz leave.",Brooks Branch,/name/nm2397581/,"Timothy Hutton, 
Mira Sorvino, 
Dana Delany, 
Mario Van Peebles","/name/nm0000459/,/name/nm0000227/,/name/nm0001127/,/name/nm0005522/",701.0,28943.0
OSS 117: Lost in Rio,2009,0.74,0.63,2009,tt1167660,OSS 117: Lost in Rio,2009,Not Rated,101 min,"Action, Adventure, Comedy",6.8,Another mission of world-known French secret agent leads him to exotic Brazil.,Michel Hazanavicius,/name/nm0371890/,"Jean Dujardin, 
Louise Monot, 
Rüdiger Vogler, 
Alex Lutz","/name/nm0241121/,/name/nm0972531/,/name/nm0901057/,/name/nm3367478/",15488.0,87353.0
The Oath,2016,0.75,0.61,2016,tt4433890,The Oath,2016,Not Rated,103 min,"Crime, Drama, Thriller",6.4,A troubled father working as a doctor decides to go to extreme measures to save his daughter from the devastating influence of her drug-dealer boyfriend.,Baltasar Kormákur,/name/nm0466349/,"Baltasar Kormákur, 
Hera Hilmar, 
Gísli Örn Garðarsson, 
Margrét Bjarnadóttir","/name/nm0466349/,/name/nm2623492/,/name/nm1458629/,/name/nm3109649/",2309.0,
Trash Humpers,2009,0.6,0.44,2009,tt1488163,Trash Humpers,2009,Not Rated,78 min,"Comedy, Drama, Horror",5.0,"Follows the lives of a small group of sociopathic elderly people in Nashville, Tennessee.",Harmony Korine,/name/nm0005101/,"Rachel Korine, 
Brian Kotzur, 
Travis Nicholson, 
Harmony Korine","/name/nm2540339/,/name/nm2555547/,/name/nm1131361/,/name/nm0005101/",5052.0,
Metropia,2009,0.5,0.56,2009,tt0985058,Metropia,2009,TV-14,86 min,"Animation, Drama, Mystery",6.2,"A complex story of a misaligned man, though good intent, creating a nightmarish Dystopian existence.",Tarik Saleh,/name/nm0757975/,"Vincent Gallo, 
Juliette Lewis, 
Udo Kier, 
Stellan Skarsgård","/name/nm0001252/,/name/nm0000496/,/name/nm0001424/,/name/nm0001745/",7904.5,
Just Wright,"Released May 14, 2010",0.47,0.61,2010,tt1407061,Just Wright,2010,PG,100 min,"Comedy, Romance, Sport",5.9,A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,Sanaa Hamri,/name/nm1065402/,"Queen Latifah, 
Common, 
Paula Patton, 
James Pickens Jr.","/name/nm0001451/,/name/nm0996669/,/name/nm1745736/,/name/nm0681782/",14991.0,21520719.0
Just Wright,"Released May 14, 2010",0.47,0.61,2010,tt1407061,Just Wright,2010,U,101 min,"Comedy, Romance, Sport",5.9,A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,Sanaa Hamri,/name/nm1065402/,"Queen Latifah, 
Common, 
Paula Patton, 
James Pickens Jr.","/name/nm0001451/,/name/nm0996669/,/name/nm1745736/,/name/nm0681782/",14991.0,21520719.0
Letters to Juliet,"Released May 14, 2010",0.42,0.62,2010,tt0892318,Letters to Juliet,2010,PG,105 min,"Adventure, Comedy, Drama",6.5,"Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet"".",Gary Winick,/name/nm0935095/,"Amanda Seyfried, 
Gael García Bernal, 
Vanessa Redgrave, 
Marcia DeBonis","/name/nm1086543/,/name/nm0305558/,/name/nm0000603/,/name/nm0213482/",102273.5,53032453.0
Touching Home,2008,0.5,0.7,2008,tt0860870,Touching Home,2008,PG-13,108 min,"Drama, Sport",5.7,The true story about a father struggling to make amends with his twin sons as they pursue their dreams of professional baseball.,"Logan Miller, 
Noah Miller",/name/nm3039088/,"Ed Harris, 
Brad Dourif, 
Robert Forster, 
Evan Jones","/name/nm2387990/,/name/nm0000438/,/name/nm0000374/,/name/nm0001233/,/name/nm0428055/",772.0,
MacGruber,"Released May 21, 2010",0.47,0.35,2010,tt1470023,MacGruber,2010,R,90 min,"Action, Comedy",5.6,"Former special operative MacGruber is called back into action to take down his arch-enemy, Dieter Von Cunth, who's in possession of a nuclear warhead and bent on destroying Washington, D.C.",Jorma Taccone,/name/nm1672246/,"Will Forte, 
Kristen Wiig, 
Val Kilmer, 
Ryan Phillippe","/name/nm0287182/,/name/nm1325419/,/name/nm0000174/,/name/nm0000202/",46072.0,8460995.0
Holy Rollers,"Released May 21, 2010",0.52,0.33,2010,tt1143896,Holy Rollers,2010,R,89 min,"Biography, Crime, Drama",5.9,"In Brooklyn, a youth from an Orthodox Jewish community is lured into becoming an Ecstasy dealer by his pal who has ties to an Israeli drug cartel.",Kevin Asch,/name/nm0038475/,"Jesse Eisenberg, 
Justin Bartha, 
Danny A. Abeckaser, 
Ari Graynor","/name/nm0251986/,/name/nm0058581/,/name/nm1595523/,/name/nm0310966/",5182.0,302886.0
Kites,"Released May 21, 2010",0.72,0.53,2010,tt1198101,Kites,2010,Not Rated,123 min,"Action, Drama, Romance",6.0,"A wounded man searches for his sweetheart in the Mexican desert while on the run from the police, bounty hunters, and others.",Anurag Basu,/name/nm1397301/,"Hrithik Roshan, 
Bárbara Mori, 
Nicholas Brown, 
Kangana Ranaut","/name/nm0004335/,/name/nm0605224/,/name/nm0114344/,/name/nm2144007/",13390.0,1602466.0
Sex and the City 2,"Released May 27, 2010",0.15,0.43,2010,tt1261945,Sex and the City 2,2010,R,146 min,"Comedy, Drama, Romance",4.5,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",Michael Patrick King,/name/nm0455078/,"Sarah Jessica Parker, 
Kim Cattrall, 
Kristin Davis, 
Cynthia Nixon","/name/nm0000572/,/name/nm0000326/,/name/nm0004862/,/name/nm0633223/",81194.0,95347692.0
Marmaduke,"Released Jun 4, 2010",0.09,0.42,2010,tt1392197,Marmaduke,2010,PG,87 min,"Comedy, Family",4.3,"A suburban family moves to a new neighborhood with their large, yet lovable Great Dane, who has a tendency to wreak havoc in his own oblivious way.",Tom Dey,/name/nm0223359/,"Owen Wilson, 
Judy Greer, 
Lee Pace, 
Emma Stone","/name/nm0005562/,/name/nm0339460/,/name/nm1195855/,/name/nm1297015/",16046.0,33644788.0
Finding Bliss,2009,0.3,0.3,2009,tt1185242,Finding Bliss,2009,R,96 min,"Comedy, Romance",5.2,A romantic comedy that explores the adult film industry through the eyes of an idealistic 25 year-old award winning film school grad.,Julie Davis,/name/nm0006874/,"Leelee Sobieski, 
Matthew Davis, 
Jamie Kennedy, 
Denise Richards","/name/nm0005447/,/name/nm0205127/,/name/nm0005085/,/name/nm0000612/",2580.0,8983.0
Jonah Hex,"Released Jun 18, 2010",0.12,0.2,2010,tt1075747,Jonah Hex,2010,PG-13,81 min,"Action, Drama, Fantasy",4.7,"The U.S. military makes a scarred bounty hunter with warrants on his own head an offer he cannot refuse: in exchange for his freedom, he must stop a terrorist who is ready to unleash Hell on Earth.",Jimmy Hayward,/name/nm0371755/,"Josh Brolin, 
Megan Fox, 
John Malkovich, 
Michael Fassbender","/name/nm0000982/,/name/nm1083271/,/name/nm0000518/,/name/nm1055413/",59819.0,10539414.0
Cyrus,"Released Jul 16, 2010",0.8,0.53,2010,tt1327709,Cyrus,2010,Not Rated,87 min,"Crime, Horror, Mystery",4.5,An independent TV reporter and her cameraman interview a man in regards to a serial killer the man knew by the name of Cyrus. The man traces back through the story of the serial killer and why he became the monster he is.,Mark Vadik,/name/nm1067375/,"Tiffany Shepis, 
Max Lesser, 
Brooke Parker, 
Danielle Harris","/name/nm0791898/,/name/nm2204678/,/name/nm5320495/,/name/nm0364583/",1077.0,
Cyrus,"Released Jul 16, 2010",0.8,0.53,2010,tt1336617,Cyrus,2010,R,91 min,"Comedy, Drama, Romance",6.3,"John and Molly, a divorced middle aged man and a single mother meet at a friends party and start up a small relationship, all John has to do now is meet Molly's son... Cyrus","Jay Duplass, 
Mark Duplass",/name/nm0243231/,"John C. Reilly, 
Marisa Tomei, 
Jonah Hill, 
Catherine Keener","/name/nm0243233/,/name/nm0000604/,/name/nm0000673/,/name/nm1706767/,/name/nm0001416/",36021.0,7455447.0
Knight and Day,"Released Jun 23, 2010",0.52,0.49,2010,tt1013743,Knight and Day,2010,PG-13,109 min,"Action, Adventure, Comedy",6.3,A young woman gets mixed up with a disgraced spy who is trying to clear his name.,James Mangold,/name/nm0003506/,"Tom Cruise, 
Cameron Diaz, 
Peter Sarsgaard, 
Jordi Mollà","/name/nm0000129/,/name/nm0000139/,/name/nm0765597/,/name/nm0003244/",199269.0,76423035.0
Love Ranch,"Released Jun 30, 2010",0.12,0.28,2010,tt1125929,Love Ranch,2010,R,117 min,"Biography, Comedy, Drama",5.6,A drama centered around a married couple who opened the first legal brothel in Nevada.,Taylor Hackford,/name/nm0000431/,"Helen Mirren, 
Joe Pesci, 
Sergio Peris-Mencheta, 
Gina Gershon","/name/nm0000545/,/name/nm0000582/,/name/nm0673824/,/name/nm0000153/",3263.5,134904.0
The Last Airbender,"Released Jul 1, 2010",0.05,0.3,2010,tt0938283,The Last Airbender,2010,PG,103 min,"Action, Adventure, Family",4.0,"Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",M. Night Shyamalan,/name/nm0796117/,"Noah Ringer, 
Nicola Peltz Beckham, 
Jackson Rathbone, 
Dev Patel","/name/nm3226241/,/name/nm2443758/,/name/nm1717152/,/name/nm2353862/",165846.0,131564731.0
The Kids Are All Right,"Released Jul 30, 2010",0.93,0.74,2010,tt0842926,The Kids Are All Right,2010,R,106 min,"Comedy, Drama, Romance",7.0,Two children conceived by artificial insemination bring their biological father into their non-traditional family life.,Lisa Cholodenko,/name/nm0158966/,"Annette Bening, 
Julianne Moore, 
Mark Ruffalo, 
Mia Wasikowska","/name/nm0000906/,/name/nm0000194/,/name/nm0749263/,/name/nm1985859/",131838.0,20811365.0
The Sorcerer's Apprentice,"Released Jul 14, 2010",0.4,0.53,2010,tt0963966,The Sorcerer's Apprentice,2010,PG,109 min,"Action, Adventure, Family",6.1,"Balthazar Blake, an apprentice of the legendary magician Merlin, must train his old teacher's successor - an introverted but resourceful physics prodigy - in the art of sorcery to prevent the return of Morgana le Fay.",Jon Turteltaub,/name/nm0005509/,"Nicolas Cage, 
Jay Baruchel, 
Alfred Molina, 
Teresa Palmer","/name/nm0000115/,/name/nm0059431/,/name/nm0000547/,/name/nm1954240/",164427.0,63150991.0
Ramona and Beezus,"Released Jul 23, 2010",0.7,0.71,2010,tt0493949,Ramona and Beezus,2010,G,103 min,"Comedy, Drama, Family",6.5,"An adventurous young girl uses her imagination to escape her reality, that is quickly spinning out of reach.",Elizabeth Allen Rosenbaum,/name/nm0020491/,"Joey King, 
Selena Gomez, 
Bridget Moynahan, 
John Corbett","/name/nm1428821/,/name/nm1411125/,/name/nm0005256/,/name/nm0179173/",19241.0,26161406.0
Cats & Dogs: The Revenge of Kitty Galore,"Released Jul 30, 2010",0.13,0.38,2010,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,2010,PG,82 min,"Animation, Action, Adventure",4.3,The on-going war between the canine and feline species is put on hold when they join forces to thwart a rogue cat spy with her own sinister plans for conquest.,Brad Peyton,/name/nm0679031/,"Bette Midler, 
Chris O'Donnell, 
Jack McBrayer, 
James Marsden","/name/nm0000541/,/name/nm0000563/,/name/nm1442113/,/name/nm0005188/",15578.5,43585753.0
Charlie St. Cloud,"Released Jul 30, 2010",0.28,0.6,2010,tt1438254,Charlie St. Cloud,2010,PG-13,99 min,"Drama, Fantasy, Romance",6.4,"After Charlie survives a car crash that kills his younger brother, he is given the gift of seeing the spirits of his brother and others who he has lost, and must use his powers to save the woman he loves from impending disaster.",Burr Steers,/name/nm0824882/,"Zac Efron, 
Kim Basinger, 
Charlie Tahan, 
Amanda Crew","/name/nm1374980/,/name/nm0000107/,/name/nm2253071/,/name/nm1468739/",63192.5,31162545.0
Flipped,"Released Aug 27, 2010",0.55,0.79,2010,tt0817177,Flipped,2010,PG,90 min,"Comedy, Drama, Romance",7.7,Two eighth-graders start to have feelings for each other despite being total opposites.,Rob Reiner,/name/nm0001661/,"Madeline Carroll, 
Callan McAuliffe, 
Rebecca De Mornay, 
Anthony Edwards","/name/nm1630992/,/name/nm2786608/,/name/nm0000360/,/name/nm0000381/",92302.0,1752214.0
The Other Guys,"Released Aug 6, 2010",0.79,0.6,2010,tt1386588,The Other Guys,2010,PG-13,107 min,"Action, Comedy, Crime",6.6,"Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned.",Adam McKay,/name/nm0570912/,"Will Ferrell, 
Mark Wahlberg, 
Derek Jeter, 
Eva Mendes","/name/nm0002071/,/name/nm0000242/,/name/nm1157013/,/name/nm0578949/",273760.0,119219978.0
Middle Men,"Released Aug 6, 2010",0.4,0.56,2010,tt1664697,Middle Men,2010,,82 min,"Action, Comedy, Crime",5.8,"The Nuns family sits on the lowest rung of the criminal hierarchy. Their situation forces them to act as middlemen, a dangerous and rarely rewarding position that often sees them in trouble...                See full summary »",Matt Marshall,/name/nm3934594/,"Emily Bachinsky, 
Tiana Leonty, 
Matt Marshall, 
Jason Sparks","/name/nm3968440/,/name/nm6922083/,/name/nm3934594/,/name/nm3968357/",56.0,
Eat Pray Love,"Released Aug 13, 2010",0.35,0.42,2010,tt0879870,Eat Pray Love,2010,PG-13,133 min,"Biography, Drama, Romance",5.8,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",Ryan Murphy,/name/nm0614682/,"Julia Roberts, 
Javier Bardem, 
Richard Jenkins, 
Viola Davis","/name/nm0000210/,/name/nm0000849/,/name/nm0420955/,/name/nm0205626/",100025.0,80574010.0
The Expendables,"Released Aug 13, 2010",0.42,0.64,2010,tt1320253,The Expendables,2010,R,103 min,"Action, Adventure, Thriller",6.4,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,Sylvester Stallone,/name/nm0000230/,"Sylvester Stallone, 
Jason Statham, 
Jet Li, 
Dolph Lundgren","/name/nm0000230/,/name/nm0005458/,/name/nm0001472/,/name/nm0000185/",349613.0,103068524.0
Scott Pilgrim vs. the World,"Released Aug 13, 2010",0.82,0.84,2010,tt0446029,Scott Pilgrim vs. the World,2010,PG-13,112 min,"Action, Comedy, Fantasy",7.5,"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.",Edgar Wright,/name/nm0942367/,"Michael Cera, 
Mary Elizabeth Winstead, 
Kieran Culkin, 
Anna Kendrick","/name/nm0148418/,/name/nm0935541/,/name/nm0001085/,/name/nm0447695/",434300.5,31494270.0
Animal Kingdom,"Released Aug 13, 2010",0.94,0.83,2010,tt1313092,Animal Kingdom,2010,R,113 min,"Crime, Drama",7.3,A seventeen-year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.,David Michôd,/name/nm2391575/,"James Frecheville, 
Guy Pearce, 
Joel Edgerton, 
Bryce Lindemann","/name/nm3306943/,/name/nm0001602/,/name/nm0249291/,/name/nm3819777/",58557.0,1044039.0
Salt of This Sea,2008,0.54,0.65,2008,tt1090680,Salt of This Sea,2008,Unrated,109 min,"Drama, Romance",6.8,A romantic drama about a working-class woman and her experiences traveling back home.,Annemarie Jacir,/name/nm1486975/,"Suheir Hammad, 
Saleh Bakri, 
Riyad Ideis, 
Dana Drigov","/name/nm1730869/,/name/nm2759746/,/name/nm0406848/,/name/nm4506015/",1298.0,10794.0
Vampires Suck,"Released Aug 18, 2010",0.04,0.3,2010,tt1666186,Vampires Suck,2010,PG-13,82 min,"Comedy, Horror",3.4,"A spoof of vampire-themed movies. Teenager Becca finds herself torn between 2 boys. As she and her friends wrestle with a number of different dramas, everything comes to a head at their prom.","Jason Friedberg, 
Aaron Seltzer",/name/nm0294997/,"Jenn Proske, 
Matt Lanter, 
Diedrich Bader, 
Chris Riggi","/name/nm0783536/,/name/nm3834164/,/name/nm1782667/,/name/nm0046033/,/name/nm2861180/",49653.0,36661504.0
Nanny McPhee Returns,"Released Aug 20, 2010",0.76,0.55,2010,tt1415283,Nanny McPhee Returns,2010,PG,109 min,"Comedy, Family, Fantasy",6.1,"Nanny McPhee arrives to help a harried young mother who is trying to run the family farm while her husband is away at war, though she uses her magic to teach the woman's children and their two spoiled cousins five new lessons.",Susanna White,/name/nm1264352/,"Emma Thompson, 
Maggie Gyllenhaal, 
Ralph Fiennes, 
Oscar Steer","/name/nm0000668/,/name/nm0350454/,/name/nm0000146/,/name/nm3489031/",34073.0,29197642.0
The Last Exorcism,"Released Aug 27, 2010",0.71,0.35,2010,tt1320244,The Last Exorcism,2010,PG-13,87 min,"Horror, Mystery, Thriller",5.7,A troubled evangelical minister agrees to let his last exorcism be filmed by a documentary crew.,Daniel Stamm,/name/nm0821844/,"Patrick Fabian, 
Ashley Bell, 
Iris Bahr, 
Louis Herthum","/name/nm0264579/,/name/nm0068042/,/name/nm0052754/,/name/nm0381043/",50557.0,41034350.0
Takers,"Released Aug 27, 2010",0.28,0.62,2010,tt1135084,Takers,2010,PG-13,107 min,"Action, Crime, Drama",6.2,A group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.,John Luessenhop,/name/nm0525141/,"Chris Brown, 
Hayden Christensen, 
Matt Dillon, 
Michael Ealy","/name/nm2093097/,/name/nm0159789/,/name/nm0000369/,/name/nm1013003/",63676.0,57744720.0
Centurion,"Released Aug 27, 2010",0.6,0.43,2010,tt1020558,Centurion,2010,R,97 min,"Action, Drama, History",6.3,A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is devastated in a guerrilla attack.,Neil Marshall,/name/nm0551076/,"Michael Fassbender, 
Dominic West, 
Olga Kurylenko, 
Andreas Wisniewski","/name/nm1055413/,/name/nm0922035/,/name/nm1385871/,/name/nm0936591/",83894.0,122288.0
The American,"Released Sep 1, 2010",0.64,0.39,2010,tt1440728,The American,2010,R,105 min,"Action, Crime, Drama",6.3,An assassin hides out in Italy for one last assignment.,Anton Corbijn,/name/nm0179221/,"George Clooney, 
Paolo Bonacelli, 
Violante Placido, 
Irina Björklund","/name/nm0000123/,/name/nm0093678/,/name/nm0686376/,/name/nm0084950/",98971.0,35606376.0
Machete,"Released Sep 3, 2010",0.7,0.63,2010,tt0985694,Machete,2010,R,105 min,"Action, Crime, Thriller",6.6,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.","Ethan Maniquis, 
Robert Rodriguez",/name/nm0542450/,"Danny Trejo, 
Michelle Rodriguez, 
Robert De Niro, 
Jessica Alba","/name/nm0001675/,/name/nm0001803/,/name/nm0735442/,/name/nm0000134/,/name/nm0004695/",199343.0,26593646.0
Resident Evil: Afterlife,"Released Sep 10, 2010",0.21,0.48,2010,tt1220634,Resident Evil: Afterlife,2010,R,96 min,"Action, Horror, Sci-Fi",5.8,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.",Paul W.S. Anderson,/name/nm0027271/,"Milla Jovovich, 
Ali Larter, 
Wentworth Miller, 
Kim Coates","/name/nm0000170/,/name/nm0005123/,/name/nm0589505/,/name/nm0167649/",173821.5,60128566.0
Repeaters,2010,0.2,0.33,2010,tt1580426,Repeaters,2010,,89 min,"Action, Crime, Drama",5.7,"Three twenty-somethings find themselves in an impossible time loop, where each day they awaken to the same terrifying day as the preceding one.",Carl Bessai,/name/nm0078762/,"Dustin Milligan, 
Amanda Crew, 
Richard de Klerk, 
Alexia Fast","/name/nm1682420/,/name/nm1468739/,/name/nm0209113/,/name/nm2145177/",6880.0,
Alpha and Omega,"Released Sep 17, 2010",0.2,0.41,2010,tt1213012,Alpha and Omega,2010,PG,90 min,"Animation, Adventure, Comedy",5.1,"Two young wolves at opposite ends of their pack's social order are thrown together into a foreign land and need each other to return home, but love complicates everything.","Anthony Bell, 
Ben Gluck",/name/nm0068034/,"Hayden Panettiere, 
Christina Ricci, 
Justin Long, 
Dennis Hopper","/name/nm0994310/,/name/nm0659363/,/name/nm0000207/,/name/nm0519043/,/name/nm0000454/",14676.5,25077977.0
Devil,"Released Sep 17, 2010",0.5,0.43,2010,tt1314655,Devil,2010,PG-13,80 min,"Horror, Mystery, Thriller",6.3,A group of people are trapped in an elevator and the Devil is mysteriously amongst them.,John Erick Dowdle,/name/nm0235719/,"Chris Messina, 
Caroline Dhavernas, 
Bokeem Woodbine, 
Logan Marshall-Green","/name/nm0582149/,/name/nm0223518/,/name/nm0940158/,/name/nm1334869/",149382.0,33583175.0
Easy A,"Released Sep 17, 2010",0.85,0.77,2010,tt1282140,Easy A,2010,PG-13,92 min,"Comedy, Drama, Romance",7.0,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,Will Gluck,/name/nm0323239/,"Emma Stone, 
Amanda Bynes, 
Penn Badgley, 
Dan Byrd","/name/nm1297015/,/name/nm0004789/,/name/nm0046112/,/name/nm0126004/",397339.0,58401464.0
The Town,"Released Sep 17, 2010",0.92,0.85,2010,tt0840361,The Town,2010,R,125 min,"Crime, Drama, Thriller",7.5,"A proficient group of thieves rob a bank and hold Claire, the assistant manager, hostage. Things begin to get complicated when one of the crew members falls in love with Claire.",Ben Affleck,/name/nm0000255/,"Ben Affleck, 
Rebecca Hall, 
Jon Hamm, 
Jeremy Renner","/name/nm0000255/,/name/nm0356017/,/name/nm0358316/,/name/nm0719637/",396410.0,92186262.0
Jack Goes Boating,"Released Sep 24, 2010",0.68,0.48,2010,tt1278379,Jack Goes Boating,2010,R,89 min,"Drama, Romance",6.3,"A limo driver's blind date sparks a tale of love, betrayal, friendship, and grace centered around two working-class New York City couples.",Philip Seymour Hoffman,/name/nm0000450/,"Philip Seymour Hoffman, 
Amy Ryan, 
John Ortiz, 
Richard Petrocelli","/name/nm0000450/,/name/nm0752407/,/name/nm0651159/,/name/nm0678061/",8548.0,538808.0
You Will Meet a Tall Dark Stranger,"Released Sep 22, 2010",0.45,0.34,2010,tt1182350,You Will Meet a Tall Dark Stranger,2010,R,98 min,"Comedy, Drama, Romance",6.3,"Sally's parents' marriage breaks up when her father undergoes a mid-life crisis and impulsively weds a prostitute. Meanwhile, Sally's own marriage also begins to disintegrate.",Woody Allen,/name/nm0000095/,"Anthony Hopkins, 
Naomi Watts, 
Josh Brolin, 
Gemma Jones","/name/nm0000164/,/name/nm0915208/,/name/nm0000982/,/name/nm0428121/",46554.0,3247816.0
You Again,"Released Sep 24, 2010",0.19,0.43,2010,tt1414382,You Again,2010,PG,105 min,"Comedy, Romance",5.7,"When a young woman realizes her brother is about to marry the girl who bullied her in high school, she sets out to expose the fiancée's true colors.",Andy Fickman,/name/nm0275698/,"Kristen Bell, 
Odette Annable, 
Sigourney Weaver, 
Jamie Lee Curtis","/name/nm0068338/,/name/nm0951148/,/name/nm0000244/,/name/nm0000130/",52877.0,25702053.0
Hatchet II,2010,0.42,0.36,2010,tt1270835,Hatchet II,2010,R,85 min,"Action, Comedy, Horror",5.4,"Marybeth escapes the clutches of the bayou-butcher Victor Crowley and returns to the swamp with an army of hunters and gunmen, determined to end Crowley's reign of horror once and for all.",Adam Green,/name/nm1697112/,"Danielle Harris, 
Kane Hodder, 
Tony Todd, 
Parry Shen","/name/nm0364583/,/name/nm0387987/,/name/nm0865302/,/name/nm0791487/",14194.0,62000.0
Let Me In,"Released Oct 1, 2010",0.88,0.76,2010,tt1228987,Let Me In,2010,R,116 min,"Drama, Fantasy, Horror",7.1,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.,Matt Reeves,/name/nm0716257/,"Kodi Smit-McPhee, 
Chloë Grace Moretz, 
Richard Jenkins, 
Cara Buono","/name/nm2240346/,/name/nm1631269/,/name/nm0420955/,/name/nm0120648/",123526.0,12134420.0
The Social Network,"Released Oct 1, 2010",0.96,0.87,2010,tt1285016,The Social Network,2010,PG-13,120 min,"Biography, Drama",7.8,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",David Fincher,/name/nm0000399/,"Jesse Eisenberg, 
Andrew Garfield, 
Justin Timberlake, 
Rooney Mara","/name/nm0251986/,/name/nm1940449/,/name/nm0005493/,/name/nm1913734/",714684.0,96962694.0
It's Kind of a Funny Story,"Released Oct 8, 2010",0.58,0.66,2010,tt0804497,It's Kind of a Funny Story,2010,PG-13,101 min,"Comedy, Drama, Romance",7.1,A clinically-depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,"Anna Boden, 
Ryan Fleck",/name/nm1349818/,"Keir Gilchrist, 
Zach Galifianakis, 
Emma Roberts, 
Dana DeVestern","/name/nm0281396/,/name/nm1507857/,/name/nm0302108/,/name/nm0731075/,/name/nm2911881/",144988.0,6350058.0
My Soul to Take,"Released Oct 8, 2010",0.11,0.26,2010,tt0872230,My Soul to Take,2010,R,107 min,"Horror, Mystery, Thriller",4.7,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,Wes Craven,/name/nm0000127/,"Max Thieriot, 
John Magaro, 
Denzel Whitaker, 
Zena Grey","/name/nm1302735/,/name/nm1910274/,/name/nm1091701/,/name/nm0340720/",20920.0,14637490.0
Secretariat,"Released Oct 8, 2010",0.64,0.76,2010,tt1028576,Secretariat,2010,PG,123 min,"Biography, Drama, Family",7.2,"Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.",Randall Wallace,/name/nm0908824/,"Diane Lane, 
John Malkovich, 
Margo Martindale, 
Nelsan Ellis","/name/nm0000178/,/name/nm0000518/,/name/nm0553269/,/name/nm1734700/",29178.0,59713955.0
It's a Wonderful Afterlife,"Released Oct 8, 2010",0.29,0.33,2010,tt1319716,It's a Wonderful Afterlife,2010,PG-13,100 min,"Comedy, Drama, Fantasy",5.4,A comedy centered on an Indian mother who takes her obsession with marriage into the world of serial murder.,Gurinder Chadha,/name/nm0149446/,"Sanjeev Bhaskar, 
Steve Morphew, 
Steve Jones, 
Jamie Sives","/name/nm0080276/,/name/nm0006651/,/name/nm1440557/,/name/nm0803397/",1637.0,
