title,release_year,genre,critic_score,audience_score,score_diff
The White Ribbon,2009,Drama,0.85,0.79,0.05999999999999994
The White Ribbon,2009,Mystery,0.85,0.79,0.05999999999999994
The White Ribbon,2009,Thriller,0.85,0.79,0.05999999999999994
The Wild Bunch,1969,Action,0.91,0.9,0.010000000000000009
The Wild Bunch,1969,Adventure,0.91,0.9,0.010000000000000009
The Wild Bunch,1969,Western,0.91,0.9,0.010000000000000009
The Wind and the Lion,1975,Action,0.63,0.69,-0.05999999999999994
The Wind and the Lion,1975,Adventure,0.63,0.69,-0.05999999999999994
The Wind and the Lion,1975,Drama,0.63,0.69,-0.05999999999999994
The Wings of the Dove,1997,Drama,0.85,0.78,0.06999999999999995
The Wings of the Dove,1997,Romance,0.85,0.78,0.06999999999999995
The Witches of Eastwick,1987,Comedy,0.67,0.62,0.050000000000000044
The Witches of Eastwick,1987,Fantasy,0.67,0.62,0.050000000000000044
The Witches of Eastwick,1987,Horror,0.67,0.62,0.050000000000000044
The Wiz,1978,Adventure,0.44,0.65,-0.21000000000000002
The Wiz,1978,Family,0.44,0.65,-0.21000000000000002
The Wiz,1978,Fantasy,0.44,0.65,-0.21000000000000002
The Woman in Red,1984,Comedy,0.32,0.39,-0.07
The Woman in Red,1984,Romance,0.32,0.39,-0.07
The Woman in the Window,1944,Crime,0.86,0.83,0.030000000000000027
The Woman in the Window,1944,Drama,0.86,0.83,0.030000000000000027
The Woman in the Window,1944,Film-Noir,0.86,0.83,0.030000000000000027
The Wrestler,2008,Drama,0.98,0.88,0.09999999999999998
The Wrestler,2008,Sport,0.98,0.88,0.09999999999999998
The Year of Living Dangerously,1982,Drama,0.88,0.77,0.10999999999999999
The Year of Living Dangerously,1982,Romance,0.88,0.77,0.10999999999999999
The Year of Living Dangerously,1982,War,0.88,0.77,0.10999999999999999
Thelma & Louise,1991,Adventure,0.86,0.82,0.040000000000000036
Thelma & Louise,1991,Crime,0.86,0.82,0.040000000000000036
Thelma & Louise,1991,Drama,0.86,0.82,0.040000000000000036
"Three Billboards Outside Ebbing, Missouri",2017,Comedy,0.9,0.87,0.030000000000000027
"Three Billboards Outside Ebbing, Missouri",2017,Crime,0.9,0.87,0.030000000000000027
"Three Billboards Outside Ebbing, Missouri",2017,Drama,0.9,0.87,0.030000000000000027
Three Days of the Condor,1975,Crime,0.87,0.82,0.050000000000000044
Three Days of the Condor,1975,Mystery,0.87,0.82,0.050000000000000044
Three Days of the Condor,1975,Thriller,0.87,0.82,0.050000000000000044
Thunderbolt and Lightfoot,1974,Action,0.89,0.73,0.16000000000000003
Thunderbolt and Lightfoot,1974,Comedy,0.89,0.73,0.16000000000000003
Thunderbolt and Lightfoot,1974,Crime,0.89,0.73,0.16000000000000003
Titanic,1997,Drama,0.88,0.69,0.19000000000000006
Titanic,1997,Romance,0.88,0.69,0.19000000000000006
Titus,1999,Drama,0.69,0.86,-0.17000000000000004
Titus,1999,History,0.69,0.86,-0.17000000000000004
Titus,1999,Thriller,0.69,0.86,-0.17000000000000004
To Be or Not to Be,1942,Comedy,0.96,0.93,0.029999999999999916
To Be or Not to Be,1942,Romance,0.96,0.93,0.029999999999999916
To Be or Not to Be,1942,War,0.96,0.93,0.029999999999999916
Tom & Viv,1994,Biography,0.36,0.6,-0.24
Tom & Viv,1994,Drama,0.36,0.6,-0.24
Tom & Viv,1994,Romance,0.36,0.6,-0.24
Tootsie,1982,Comedy,0.9099999999999999,0.8100000000000002,0.09999999999999976
Tootsie,1982,Drama,0.9099999999999999,0.8100000000000002,0.09999999999999976
Tootsie,1982,Romance,0.9099999999999999,0.8100000000000002,0.09999999999999976
Top Gun,1986,Action,0.57,0.83,-0.26
Top Gun,1986,Drama,0.57,0.83,-0.26
Top Gun: Maverick,2022,Action,0.96,0.9899999999999999,-0.029999999999999916
Top Gun: Maverick,2022,Drama,0.96,0.9899999999999999,-0.029999999999999916
Tora! Tora! Tora!,1970,Action,0.55,0.8100000000000002,-0.2600000000000001
Tora! Tora! Tora!,1970,Drama,0.55,0.8100000000000002,-0.2600000000000001
Tora! Tora! Tora!,1970,History,0.55,0.8100000000000002,-0.2600000000000001
Total Recall,1990,Action,0.82,0.79,0.029999999999999916
Total Recall,1990,Adventure,0.82,0.79,0.029999999999999916
Total Recall,1990,Sci-Fi,0.82,0.79,0.029999999999999916
Toy Story,1995,Animation,1.0,0.92,0.07999999999999996
Toy Story,1995,Adventure,1.0,0.92,0.07999999999999996
Toy Story,1995,Comedy,1.0,0.92,0.07999999999999996
Toy Story 2,1999,Animation,1.0,0.87,0.13
Toy Story 2,1999,Adventure,1.0,0.87,0.13
Toy Story 2,1999,Comedy,1.0,0.87,0.13
Toy Story 3,2010,Animation,0.9800000000000001,0.9,0.08000000000000007
Toy Story 3,2010,Adventure,0.9800000000000001,0.9,0.08000000000000007
Toy Story 3,2010,Comedy,0.9800000000000001,0.9,0.08000000000000007
Toy Story 4,2019,Animation,0.97,0.94,0.030000000000000027
Toy Story 4,2019,Adventure,0.97,0.94,0.030000000000000027
Toy Story 4,2019,Comedy,0.97,0.94,0.030000000000000027
Toys,1992,Adventure,0.29,0.39,-0.10000000000000003
Toys,1992,Comedy,0.29,0.39,-0.10000000000000003
Toys,1992,Drama,0.29,0.39,-0.10000000000000003
Training Day,2001,Action,0.74,0.89,-0.15000000000000002
Training Day,2001,Crime,0.74,0.89,-0.15000000000000002
Training Day,2001,Drama,0.74,0.89,-0.15000000000000002
Transamerica,2005,Adventure,0.77,0.83,-0.05999999999999994
Transamerica,2005,Comedy,0.77,0.83,-0.05999999999999994
Transamerica,2005,Drama,0.77,0.83,-0.05999999999999994
Transformers,2007,Action,0.57,0.85,-0.28
Transformers,2007,Adventure,0.57,0.85,-0.28
Transformers,2007,Sci-Fi,0.57,0.85,-0.28
Transformers: Dark of the Moon,2011,Action,0.3499999999999999,0.55,-0.20000000000000012
Transformers: Dark of the Moon,2011,Adventure,0.3499999999999999,0.55,-0.20000000000000012
Transformers: Dark of the Moon,2011,Sci-Fi,0.3499999999999999,0.55,-0.20000000000000012
Transformers: Revenge of the Fallen,2009,Action,0.2,0.57,-0.36999999999999994
Transformers: Revenge of the Fallen,2009,Adventure,0.2,0.57,-0.36999999999999994
Transformers: Revenge of the Fallen,2009,Sci-Fi,0.2,0.57,-0.36999999999999994
Treasure Planet,2002,Animation,0.69,0.72,-0.030000000000000027
Treasure Planet,2002,Adventure,0.69,0.72,-0.030000000000000027
Treasure Planet,2002,Family,0.69,0.72,-0.030000000000000027
Trolls,2016,Animation,0.76,0.67,0.08999999999999997
Trolls,2016,Adventure,0.76,0.67,0.08999999999999997
Trolls,2016,Comedy,0.76,0.67,0.08999999999999997
Tron,1982,Action,0.73,0.69,0.040000000000000036
Tron,1982,Adventure,0.73,0.69,0.040000000000000036
Tron,1982,Sci-Fi,0.73,0.69,0.040000000000000036
Tropic Thunder,2008,Action,0.82,0.71,0.10999999999999999
Tropic Thunder,2008,Comedy,0.82,0.71,0.10999999999999999
Tropic Thunder,2008,War,0.82,0.71,0.10999999999999999
True Grit,1969,Adventure,0.88,0.84,0.040000000000000036
True Grit,1969,Drama,0.88,0.84,0.040000000000000036
True Grit,1969,Western,0.88,0.84,0.040000000000000036
True Lies,1994,Action,0.7,0.76,-0.06000000000000005
True Lies,1994,Comedy,0.7,0.76,-0.06000000000000005
True Lies,1994,Thriller,0.7,0.76,-0.06000000000000005
Tucker: The Man and His Dream,1988,Biography,0.81,0.68,0.13
Tucker: The Man and His Dream,1988,Comedy,0.81,0.68,0.13
Tucker: The Man and His Dream,1988,Drama,0.81,0.68,0.13
Turkish Delight,1973,Drama,0.86,0.8,0.05999999999999994
Turkish Delight,1973,Romance,0.86,0.8,0.05999999999999994
Twice in a Lifetime,1985,Drama,0.83,0.53,0.29999999999999993
Twice in a Lifetime,1985,Romance,0.83,0.53,0.29999999999999993
U-571,2000,Action,0.68,0.62,0.06000000000000005
U-571,2000,War,0.68,0.62,0.06000000000000005
Unbroken,2014,Action,0.52,0.6999999999999998,-0.17999999999999983
Unbroken,2014,Biography,0.52,0.6999999999999998,-0.17999999999999983
Unbroken,2014,Drama,0.52,0.6999999999999998,-0.17999999999999983
Under Fire,1983,Drama,0.91,0.7,0.21000000000000008
Under Fire,1983,War,0.91,0.7,0.21000000000000008
Under Siege,1992,Action,0.8,0.62,0.18000000000000005
Under Siege,1992,Thriller,0.8,0.62,0.18000000000000005
Unfaithful,2002,Drama,0.5,0.68,-0.18000000000000005
Unfaithful,2002,Romance,0.5,0.68,-0.18000000000000005
Unfaithful,2002,Thriller,0.5,0.68,-0.18000000000000005
United 93,2006,Action,0.9,0.83,0.07000000000000006
United 93,2006,Drama,0.9,0.83,0.07000000000000006
United 93,2006,History,0.9,0.83,0.07000000000000006
Up,2009,Animation,0.98,0.9,0.07999999999999996
Up,2009,Adventure,0.98,0.9,0.07999999999999996
Up,2009,Comedy,0.98,0.9,0.07999999999999996
Up Close & Personal,1996,Drama,0.32,0.66,-0.34
Up Close & Personal,1996,Romance,0.32,0.66,-0.34
Valmont,1989,Drama,0.48,0.69,-0.20999999999999996
Valmont,1989,Romance,0.48,0.69,-0.20999999999999996
Vanilla Sky,2001,Fantasy,0.43,0.72,-0.29
Vanilla Sky,2001,Mystery,0.43,0.72,-0.29
Vanilla Sky,2001,Romance,0.43,0.72,-0.29
Venus,2006,Comedy,0.88,0.74,0.14
Venus,2006,Drama,0.88,0.74,0.14
Venus,2006,Romance,0.88,0.74,0.14
Vera Drake,2004,Crime,0.93,0.84,0.09000000000000008
Vera Drake,2004,Drama,0.93,0.84,0.09000000000000008
Vertigo,1958,Mystery,0.92,0.93,-0.010000000000000009
Vertigo,1958,Romance,0.92,0.93,-0.010000000000000009
Vertigo,1958,Thriller,0.92,0.93,-0.010000000000000009
Vicky Cristina Barcelona,2008,Comedy,0.8,0.74,0.06000000000000005
Vicky Cristina Barcelona,2008,Drama,0.8,0.74,0.06000000000000005
Vicky Cristina Barcelona,2008,Romance,0.8,0.74,0.06000000000000005
Victor/Victoria,1982,Comedy,0.97,0.86,0.10999999999999999
Victor/Victoria,1982,Music,0.97,0.86,0.10999999999999999
Victor/Victoria,1982,Romance,0.97,0.86,0.10999999999999999
Voyage of the Damned,1976,Drama,0.77,0.52,0.25
Voyage of the Damned,1976,War,0.77,0.52,0.25
Walk the Line,2005,Biography,0.82,0.9,-0.08000000000000007
Walk the Line,2005,Drama,0.82,0.9,-0.08000000000000007
Walk the Line,2005,Music,0.82,0.9,-0.08000000000000007
Wall Street,1987,Crime,0.79,0.81,-0.020000000000000018
Wall Street,1987,Drama,0.79,0.81,-0.020000000000000018
War Horse,2011,Action,0.75,0.7399999999999999,0.01000000000000012
War Horse,2011,Adventure,0.75,0.7399999999999999,0.01000000000000012
War Horse,2011,Drama,0.75,0.7399999999999999,0.01000000000000012
War for the Planet of the Apes,2017,Action,0.94,0.84,0.09999999999999998
War for the Planet of the Apes,2017,Adventure,0.94,0.84,0.09999999999999998
War for the Planet of the Apes,2017,Drama,0.94,0.84,0.09999999999999998
War of the Worlds,2005,Action,0.7600000000000001,0.42,0.34000000000000014
War of the Worlds,2005,Adventure,0.7600000000000001,0.42,0.34000000000000014
War of the Worlds,2005,Sci-Fi,0.7600000000000001,0.42,0.34000000000000014
WarGames,1983,Action,0.94,0.7600000000000001,0.17999999999999983
WarGames,1983,Drama,0.94,0.7600000000000001,0.17999999999999983
WarGames,1983,Sci-Fi,0.94,0.7600000000000001,0.17999999999999983
Waterworld,1995,Action,0.47,0.43,0.03999999999999998
Waterworld,1995,Adventure,0.47,0.43,0.03999999999999998
Waterworld,1995,Sci-Fi,0.47,0.43,0.03999999999999998
West Side Story,1961,Crime,0.92,0.84,0.08000000000000007
West Side Story,1961,Drama,0.92,0.84,0.08000000000000007
West Side Story,1961,Musical,0.92,0.84,0.08000000000000007
What Dreams May Come,1998,Drama,0.52,0.84,-0.31999999999999995
What Dreams May Come,1998,Fantasy,0.52,0.84,-0.31999999999999995
What Dreams May Come,1998,Romance,0.52,0.84,-0.31999999999999995
When Harry Met Sally...,1989,Comedy,0.89,0.89,0.0
When Harry Met Sally...,1989,Drama,0.89,0.89,0.0
When Harry Met Sally...,1989,Romance,0.89,0.89,0.0
Who Framed Roger Rabbit,1988,Animation,0.96,0.85,0.10999999999999999
Who Framed Roger Rabbit,1988,Adventure,0.96,0.85,0.10999999999999999
Who Framed Roger Rabbit,1988,Comedy,0.96,0.85,0.10999999999999999
Wild at Heart,1990,Comedy,0.65,0.81,-0.16000000000000003
Wild at Heart,1990,Crime,0.65,0.81,-0.16000000000000003
Wild at Heart,1990,Drama,0.65,0.81,-0.16000000000000003
Willow,1988,Action,0.53,0.8,-0.27
Willow,1988,Adventure,0.53,0.8,-0.27
Willow,1988,Drama,0.53,0.8,-0.27
Wilson,1944,Biography,0.89,0.41,0.48000000000000004
Wilson,1944,Drama,0.89,0.41,0.48000000000000004
Wilson,1944,History,0.89,0.41,0.48000000000000004
Wonder,2017,Drama,0.86,0.88,-0.020000000000000018
Wonder,2017,Family,0.86,0.88,-0.020000000000000018
Working Girl,1988,Comedy,0.83,0.67,0.15999999999999992
Working Girl,1988,Drama,0.83,0.67,0.15999999999999992
Working Girl,1988,Romance,0.83,0.67,0.15999999999999992
Yentl,1983,Drama,0.69,0.75,-0.06000000000000005
Yentl,1983,Musical,0.69,0.75,-0.06000000000000005
Yentl,1983,Romance,0.69,0.75,-0.06000000000000005
You Light Up My Life,1977,Drama,0.17,0.2,-0.03
You Light Up My Life,1977,Music,0.17,0.2,-0.03
You Light Up My Life,1977,Romance,0.17,0.2,-0.03
Young Sherlock Holmes,1985,Adventure,0.68,0.63,0.050000000000000044
Young Sherlock Holmes,1985,Fantasy,0.68,0.63,0.050000000000000044
Young Sherlock Holmes,1985,Mystery,0.68,0.63,0.050000000000000044
Zootopia,2016,Animation,0.98,0.92,0.05999999999999994
Zootopia,2016,Adventure,0.98,0.92,0.05999999999999994
Zootopia,2016,Comedy,0.98,0.92,0.05999999999999994
