title,release_year,genre,critic_score,audience_score,score_diff
Cocoon,1985,Comedy,0.82,0.6,0.21999999999999997
Cocoon,1985,Drama,0.82,0.6,0.21999999999999997
Cocoon,1985,Sci-Fi,0.82,0.6,0.21999999999999997
Cold Mountain,2003,Adventure,0.7,0.7700000000000001,-0.07000000000000017
Cold Mountain,2003,Drama,0.7,0.7700000000000001,-0.07000000000000017
Cold Mountain,2003,Romance,0.7,0.7700000000000001,-0.07000000000000017
Collateral,2004,Action,0.86,0.84,0.020000000000000018
Collateral,2004,Crime,0.86,0.84,0.020000000000000018
Collateral,2004,Drama,0.86,0.84,0.020000000000000018
Comes a Horseman,1978,Drama,0.67,0.54,0.13
Comes a Horseman,1978,Romance,0.67,0.54,0.13
Comes a Horseman,1978,Western,0.67,0.54,0.13
Coming Home,1978,Drama,0.83,0.83,0.0
Coming Home,1978,Romance,0.83,0.83,0.0
Coming Home,1978,War,0.83,0.83,0.0
Coming to America,1988,Comedy,0.73,0.85,-0.12
Coming to America,1988,Romance,0.73,0.85,-0.12
Con Air,1997,Action,0.58,0.75,-0.17000000000000004
Con Air,1997,Crime,0.58,0.75,-0.17000000000000004
Con Air,1997,Thriller,0.58,0.75,-0.17000000000000004
Creed,2015,Action,0.95,0.89,0.05999999999999994
Creed,2015,Drama,0.95,0.89,0.05999999999999994
Creed,2015,Sport,0.95,0.89,0.05999999999999994
Crimson Tide,1995,Action,0.89,0.83,0.06000000000000005
Crimson Tide,1995,Drama,0.89,0.83,0.06000000000000005
Crimson Tide,1995,Thriller,0.89,0.83,0.06000000000000005
Crocodile Dundee,1986,Action,0.89,0.59,0.30000000000000004
Crocodile Dundee,1986,Adventure,0.89,0.59,0.30000000000000004
Crocodile Dundee,1986,Comedy,0.89,0.59,0.30000000000000004
Cromwell,1970,Biography,0.43,0.69,-0.25999999999999995
Cromwell,1970,Drama,0.43,0.69,-0.25999999999999995
Cromwell,1970,History,0.43,0.69,-0.25999999999999995
Cruella,2021,Adventure,0.75,0.97,-0.21999999999999997
Cruella,2021,Comedy,0.75,0.97,-0.21999999999999997
Cruella,2021,Crime,0.75,0.97,-0.21999999999999997
Cry Freedom,1987,Biography,0.7399999999999999,0.87,-0.13000000000000012
Cry Freedom,1987,Drama,0.7399999999999999,0.87,-0.13000000000000012
Cry Freedom,1987,History,0.7399999999999999,0.87,-0.13000000000000012
Da 5 Bloods,2020,Adventure,0.92,0.53,0.39
Da 5 Bloods,2020,Drama,0.92,0.53,0.39
Da 5 Bloods,2020,War,0.92,0.53,0.39
Daisy Miller,1974,Comedy,0.69,0.32,0.36999999999999994
Daisy Miller,1974,Drama,0.69,0.32,0.36999999999999994
Daisy Miller,1974,Romance,0.69,0.32,0.36999999999999994
Dallas Buyers Club,2013,Biography,0.92,0.91,0.010000000000000009
Dallas Buyers Club,2013,Drama,0.92,0.91,0.010000000000000009
Damage,1992,Drama,0.81,0.73,0.08000000000000007
Damage,1992,Romance,0.81,0.73,0.08000000000000007
Dancer in the Dark,2000,Crime,0.7,0.91,-0.21000000000000008
Dancer in the Dark,2000,Drama,0.7,0.91,-0.21000000000000008
Dancer in the Dark,2000,Musical,0.7,0.91,-0.21000000000000008
Darling Lili,1970,Comedy,0.4000000000000001,0.69,-0.28999999999999987
Darling Lili,1970,Drama,0.4000000000000001,0.69,-0.28999999999999987
Darling Lili,1970,Musical,0.4000000000000001,0.69,-0.28999999999999987
Dave,1993,Comedy,0.95,0.72,0.22999999999999998
Dave,1993,Romance,0.95,0.72,0.22999999999999998
Dawn of the Planet of the Apes,2014,Action,0.91,0.88,0.030000000000000027
Dawn of the Planet of the Apes,2014,Adventure,0.91,0.88,0.030000000000000027
Dawn of the Planet of the Apes,2014,Drama,0.91,0.88,0.030000000000000027
Day for Night,1973,Comedy,0.98,0.91,0.06999999999999995
Day for Night,1973,Drama,0.98,0.91,0.06999999999999995
Day for Night,1973,Romance,0.98,0.91,0.06999999999999995
Daylight,1996,Action,0.26,0.37,-0.10999999999999999
Daylight,1996,Adventure,0.26,0.37,-0.10999999999999999
Daylight,1996,Drama,0.26,0.37,-0.10999999999999999
Days of Heaven,1978,Drama,0.94,0.89,0.04999999999999993
Days of Heaven,1978,Romance,0.94,0.89,0.04999999999999993
Days of Thunder,1990,Action,0.38,0.6,-0.21999999999999997
Days of Thunder,1990,Drama,0.38,0.6,-0.21999999999999997
Days of Thunder,1990,Sport,0.38,0.6,-0.21999999999999997
Death Becomes Her,1992,Comedy,0.55,0.62,-0.06999999999999995
Death Becomes Her,1992,Fantasy,0.55,0.62,-0.06999999999999995
Death Becomes Her,1992,Horror,0.55,0.62,-0.06999999999999995
Death on the Nile,1978,Crime,0.8,0.79,0.010000000000000009
Death on the Nile,1978,Drama,0.8,0.79,0.010000000000000009
Death on the Nile,1978,Mystery,0.8,0.79,0.010000000000000009
Deepwater Horizon,2016,Action,0.82,0.82,0.0
Deepwater Horizon,2016,Drama,0.82,0.82,0.0
Deepwater Horizon,2016,History,0.82,0.82,0.0
Deliverance,1972,Adventure,0.89,0.82,0.07000000000000006
Deliverance,1972,Drama,0.89,0.82,0.07000000000000006
Deliverance,1972,Thriller,0.89,0.82,0.07000000000000006
Dersu Uzala,1975,Adventure,0.73,0.94,-0.20999999999999996
Dersu Uzala,1975,Biography,0.73,0.94,-0.20999999999999996
Dersu Uzala,1975,Drama,0.73,0.94,-0.20999999999999996
Despicable Me 2,2013,Animation,0.75,0.85,-0.09999999999999998
Despicable Me 2,2013,Adventure,0.75,0.85,-0.09999999999999998
Despicable Me 2,2013,Comedy,0.75,0.85,-0.09999999999999998
Diamonds Are Forever,1971,Action,0.64,0.57,0.07000000000000006
Diamonds Are Forever,1971,Adventure,0.64,0.57,0.07000000000000006
Diamonds Are Forever,1971,Thriller,0.64,0.57,0.07000000000000006
Die Hard,1988,Action,0.94,0.94,0.0
Die Hard,1988,Thriller,0.94,0.94,0.0
Dirty Dancing,1987,Drama,0.72,0.9,-0.18000000000000005
Dirty Dancing,1987,Music,0.72,0.9,-0.18000000000000005
Dirty Dancing,1987,Romance,0.72,0.9,-0.18000000000000005
District 9,2009,Action,0.9,0.82,0.08000000000000007
District 9,2009,Sci-Fi,0.9,0.82,0.08000000000000007
District 9,2009,Thriller,0.9,0.82,0.08000000000000007
Dog Day Afternoon,1975,Biography,0.96,0.9,0.05999999999999994
Dog Day Afternoon,1975,Crime,0.96,0.9,0.05999999999999994
Dog Day Afternoon,1975,Drama,0.96,0.9,0.05999999999999994
Donnie Brasco,1997,Biography,0.88,0.89,-0.010000000000000009
Donnie Brasco,1997,Crime,0.88,0.89,-0.010000000000000009
Donnie Brasco,1997,Drama,0.88,0.89,-0.010000000000000009
Doubt,2008,Drama,0.79,0.78,0.010000000000000009
Doubt,2008,Mystery,0.79,0.78,0.010000000000000009
Dragonslayer,1981,Action,0.84,0.63,0.20999999999999996
Dragonslayer,1981,Adventure,0.84,0.63,0.20999999999999996
Dragonslayer,1981,Fantasy,0.84,0.63,0.20999999999999996
Driving Miss Daisy,1989,Comedy,0.85,0.81,0.039999999999999925
Driving Miss Daisy,1989,Drama,0.85,0.81,0.039999999999999925
Driving Miss Daisy,1989,Romance,0.85,0.81,0.039999999999999925
Dumbo,1941,Animation,0.95,0.7,0.25
Dumbo,1941,Adventure,0.95,0.7,0.25
Dumbo,1941,Drama,0.95,0.7,0.25
Earthquake,1974,Action,0.44000000000000006,0.36,0.08000000000000007
Earthquake,1974,Drama,0.44000000000000006,0.36,0.08000000000000007
Earthquake,1974,Thriller,0.44000000000000006,0.36,0.08000000000000007
Eastern Promises,2007,Crime,0.89,0.83,0.06000000000000005
Eastern Promises,2007,Drama,0.89,0.83,0.06000000000000005
Eastern Promises,2007,Thriller,0.89,0.83,0.06000000000000005
Eat Drink Man Woman,1994,Comedy,0.88,0.92,-0.040000000000000036
Eat Drink Man Woman,1994,Drama,0.88,0.92,-0.040000000000000036
Eat Drink Man Woman,1994,Romance,0.88,0.92,-0.040000000000000036
Ed Wood,1994,Biography,0.92,0.88,0.040000000000000036
Ed Wood,1994,Comedy,0.92,0.88,0.040000000000000036
Ed Wood,1994,Drama,0.92,0.88,0.040000000000000036
Edward Scissorhands,1990,Drama,0.9,0.91,-0.010000000000000009
Edward Scissorhands,1990,Fantasy,0.9,0.91,-0.010000000000000009
Edward Scissorhands,1990,Romance,0.9,0.91,-0.010000000000000009
El Norte,1983,Adventure,0.92,0.82,0.10000000000000009
El Norte,1983,Drama,0.92,0.82,0.10000000000000009
Election,1999,Comedy,0.92,0.79,0.13
Election,1999,Romance,0.92,0.79,0.13
Elvis,2022,Biography,0.77,0.94,-0.16999999999999993
Elvis,2022,Drama,0.77,0.94,-0.16999999999999993
Elvis,2022,Music,0.77,0.94,-0.16999999999999993
Empire of Light,2022,Drama,0.45,0.74,-0.29
Empire of Light,2022,Romance,0.45,0.74,-0.29
Empire of the Sun,1987,Drama,0.77,0.9,-0.13
Empire of the Sun,1987,War,0.77,0.9,-0.13
Enchanted,2007,Animation,0.93,0.8000000000000002,0.1299999999999999
Enchanted,2007,Adventure,0.93,0.8000000000000002,0.1299999999999999
Enchanted,2007,Comedy,0.93,0.8000000000000002,0.1299999999999999
Endless Love,1981,Drama,0.26,0.51,-0.25
Endless Love,1981,Romance,0.26,0.51,-0.25
Equus,1977,Drama,0.6999999999999998,0.7799999999999999,-0.08000000000000007
Equus,1977,Mystery,0.6999999999999998,0.7799999999999999,-0.08000000000000007
Eraser,1996,Action,0.43,0.4,0.02999999999999997
Eraser,1996,Crime,0.43,0.4,0.02999999999999997
Eraser,1996,Thriller,0.43,0.4,0.02999999999999997
Erin Brockovich,2000,Biography,0.85,0.8100000000000002,0.039999999999999813
Erin Brockovich,2000,Drama,0.85,0.8100000000000002,0.039999999999999813
Eternal Sunshine of the Spotless Mind,2004,Drama,0.92,0.94,-0.019999999999999907
Eternal Sunshine of the Spotless Mind,2004,Romance,0.92,0.94,-0.019999999999999907
Eternal Sunshine of the Spotless Mind,2004,Sci-Fi,0.92,0.94,-0.019999999999999907
Evita,1996,Biography,0.64,0.68,-0.040000000000000036
Evita,1996,Drama,0.64,0.68,-0.040000000000000036
Evita,1996,History,0.64,0.68,-0.040000000000000036
Excalibur,1981,Adventure,0.72,0.81,-0.09000000000000008
Excalibur,1981,Drama,0.72,0.81,-0.09000000000000008
Excalibur,1981,Fantasy,0.72,0.81,-0.09000000000000008
Face/Off,1997,Action,0.93,0.82,0.1100000000000001
Face/Off,1997,Crime,0.93,0.82,0.1100000000000001
Face/Off,1997,Sci-Fi,0.93,0.82,0.1100000000000001
Fantasia,1940,Animation,0.9499999999999998,0.83,0.11999999999999988
Fantasia,1940,Family,0.9499999999999998,0.83,0.11999999999999988
Fantasia,1940,Fantasy,0.9499999999999998,0.83,0.11999999999999988
Fantastic Beasts and Where to Find Them,2016,Adventure,0.74,0.79,-0.050000000000000044
Fantastic Beasts and Where to Find Them,2016,Family,0.74,0.79,-0.050000000000000044
Fantastic Beasts and Where to Find Them,2016,Fantasy,0.74,0.79,-0.050000000000000044
Fargo,1996,Crime,0.95,0.92,0.029999999999999916
Fargo,1996,Thriller,0.95,0.92,0.029999999999999916
Fat City,1972,Drama,1.0,0.84,0.16000000000000003
Fat City,1972,Sport,1.0,0.84,0.16000000000000003
Ferdinand,2017,Animation,0.71,0.52,0.18999999999999995
Ferdinand,2017,Adventure,0.71,0.52,0.18999999999999995
Ferdinand,2017,Comedy,0.71,0.52,0.18999999999999995
Fiddler on the Roof,1971,Drama,0.81,0.92,-0.10999999999999999
Fiddler on the Roof,1971,Family,0.81,0.92,-0.10999999999999999
Fiddler on the Roof,1971,Musical,0.81,0.92,-0.10999999999999999
Field of Dreams,1989,Drama,0.88,0.86,0.020000000000000018
Field of Dreams,1989,Family,0.88,0.86,0.020000000000000018
Field of Dreams,1989,Fantasy,0.88,0.86,0.020000000000000018
Fifty Shades of Grey,2015,Drama,0.25,0.41,-0.15999999999999998
Fifty Shades of Grey,2015,Romance,0.25,0.41,-0.15999999999999998
Fifty Shades of Grey,2015,Thriller,0.25,0.41,-0.15999999999999998
Finding Nemo,2003,Animation,0.9899999999999999,0.86,0.1299999999999999
Finding Nemo,2003,Adventure,0.9899999999999999,0.86,0.1299999999999999
Finding Nemo,2003,Comedy,0.9899999999999999,0.86,0.1299999999999999
Finding Neverland,2004,Biography,0.83,0.87,-0.040000000000000036
Finding Neverland,2004,Drama,0.83,0.87,-0.040000000000000036
Finding Neverland,2004,Family,0.83,0.87,-0.040000000000000036
First Man,2018,Biography,0.87,0.68,0.18999999999999995
First Man,2018,Drama,0.87,0.68,0.18999999999999995
First Man,2018,History,0.87,0.68,0.18999999999999995
Flags of Our Fathers,2006,Action,0.76,0.69,0.07000000000000006
Flags of Our Fathers,2006,Adventure,0.76,0.69,0.07000000000000006
Flags of Our Fathers,2006,Drama,0.76,0.69,0.07000000000000006
Flamin' Hot,2023,Biography,0.68,0.87,-0.18999999999999995
Flamin' Hot,2023,Drama,0.68,0.87,-0.18999999999999995
Flamin' Hot,2023,History,0.68,0.87,-0.18999999999999995
Flashdance,1983,Drama,0.37,0.61,-0.24
Flashdance,1983,Music,0.37,0.61,-0.24
Flashdance,1983,Romance,0.37,0.61,-0.24
Flatliners,1990,Drama,0.5,0.59,-0.08999999999999997
Flatliners,1990,Horror,0.5,0.59,-0.08999999999999997
Flatliners,1990,Sci-Fi,0.5,0.59,-0.08999999999999997
Fly Away Home,1996,Adventure,0.88,0.7,0.18000000000000005
Fly Away Home,1996,Drama,0.88,0.7,0.18000000000000005
Fly Away Home,1996,Family,0.88,0.7,0.18000000000000005
Footloose,1984,Drama,0.55,0.71,-0.15999999999999992
Footloose,1984,Music,0.55,0.71,-0.15999999999999992
Footloose,1984,Romance,0.55,0.71,-0.15999999999999992
For Your Eyes Only,1981,Action,0.69,0.64,0.04999999999999993
For Your Eyes Only,1981,Adventure,0.69,0.64,0.04999999999999993
For Your Eyes Only,1981,Thriller,0.69,0.64,0.04999999999999993
For the Boys,1991,Comedy,0.44,0.75,-0.31
For the Boys,1991,Drama,0.44,0.75,-0.31
For the Boys,1991,Music,0.44,0.75,-0.31
Ford v Ferrari,2019,Action,0.92,0.98,-0.05999999999999994
Ford v Ferrari,2019,Biography,0.92,0.98,-0.05999999999999994
Ford v Ferrari,2019,Drama,0.92,0.98,-0.05999999999999994
Forrest Gump,1994,Drama,0.76,0.95,-0.18999999999999995
Forrest Gump,1994,Romance,0.76,0.95,-0.18999999999999995
Four Weddings and a Funeral,1994,Comedy,0.92,0.74,0.18000000000000005
Four Weddings and a Funeral,1994,Drama,0.92,0.74,0.18000000000000005
Four Weddings and a Funeral,1994,Romance,0.92,0.74,0.18000000000000005
Foxcatcher,2014,Biography,0.8800000000000001,0.66,0.22000000000000008
Foxcatcher,2014,Drama,0.8800000000000001,0.66,0.22000000000000008
Foxcatcher,2014,History,0.8800000000000001,0.66,0.22000000000000008
Frances,1982,Biography,0.67,0.78,-0.10999999999999999
Frances,1982,Drama,0.67,0.78,-0.10999999999999999
Frances,1982,Romance,0.67,0.78,-0.10999999999999999
Free Guy,2021,Action,0.8,0.94,-0.1399999999999999
Free Guy,2021,Adventure,0.8,0.94,-0.1399999999999999
Free Guy,2021,Comedy,0.8,0.94,-0.1399999999999999
Frida,2002,Biography,0.7600000000000001,0.85,-0.08999999999999986
Frida,2002,Drama,0.7600000000000001,0.85,-0.08999999999999986
Frida,2002,Romance,0.7600000000000001,0.85,-0.08999999999999986
Frost/Nixon,2008,Biography,0.93,0.8800000000000001,0.04999999999999993
Frost/Nixon,2008,Drama,0.93,0.8800000000000001,0.04999999999999993
Frost/Nixon,2008,History,0.93,0.8800000000000001,0.04999999999999993
Frozen II,2019,Animation,0.77,0.92,-0.15000000000000002
Frozen II,2019,Adventure,0.77,0.92,-0.15000000000000002
Frozen II,2019,Comedy,0.77,0.92,-0.15000000000000002
Frozen River,2008,Crime,0.88,0.74,0.14
Frozen River,2008,Drama,0.88,0.74,0.14
Full Metal Jacket,1987,Drama,0.9,0.94,-0.039999999999999925
Full Metal Jacket,1987,War,0.9,0.94,-0.039999999999999925
Funny Lady,1975,Biography,0.3,0.55,-0.25000000000000006
Funny Lady,1975,Comedy,0.3,0.55,-0.25000000000000006
Funny Lady,1975,Drama,0.3,0.55,-0.25000000000000006
Gandhi,1982,Biography,0.8900000000000001,0.92,-0.029999999999999916
Gandhi,1982,Drama,0.8900000000000001,0.92,-0.029999999999999916
Gandhi,1982,History,0.8900000000000001,0.92,-0.029999999999999916
Gangs of New York,2002,Crime,0.73,0.8100000000000002,-0.08000000000000018
Gangs of New York,2002,Drama,0.73,0.8100000000000002,-0.08000000000000018
Gattaca,1997,Drama,0.82,0.87,-0.050000000000000044
Gattaca,1997,Sci-Fi,0.82,0.87,-0.050000000000000044
Gattaca,1997,Thriller,0.82,0.87,-0.050000000000000044
Geronimo: An American Legend,1993,Drama,0.5,0.52,-0.020000000000000018
Geronimo: An American Legend,1993,History,0.5,0.52,-0.020000000000000018
Geronimo: An American Legend,1993,Western,0.5,0.52,-0.020000000000000018
Get Out,2017,Horror,0.98,0.86,0.12
Get Out,2017,Mystery,0.98,0.86,0.12
Get Out,2017,Thriller,0.98,0.86,0.12
Get Out Your Handkerchiefs,1978,Comedy,0.83,0.75,0.07999999999999996
Get Out Your Handkerchiefs,1978,Drama,0.83,0.75,0.07999999999999996
Get Out Your Handkerchiefs,1978,Romance,0.83,0.75,0.07999999999999996
Ghostbusters,1984,Action,0.9499999999999998,0.88,0.06999999999999984
Ghostbusters,1984,Comedy,0.9499999999999998,0.88,0.06999999999999984
Ghostbusters,1984,Fantasy,0.9499999999999998,0.88,0.06999999999999984
Ghosts of Mississippi,1996,Drama,0.43,0.62,-0.19
Ghosts of Mississippi,1996,History,0.43,0.62,-0.19
Gladiator,2000,Action,0.8,0.87,-0.06999999999999995
Gladiator,2000,Adventure,0.8,0.87,-0.06999999999999995
Gladiator,2000,Drama,0.8,0.87,-0.06999999999999995
Glengarry Glen Ross,1992,Crime,0.95,0.88,0.06999999999999995
Glengarry Glen Ross,1992,Drama,0.95,0.88,0.06999999999999995
Glengarry Glen Ross,1992,Mystery,0.95,0.88,0.06999999999999995
Gods and Monsters,1998,Biography,0.96,0.82,0.14
Gods and Monsters,1998,Drama,0.96,0.82,0.14
Gone Baby Gone,2007,Crime,0.94,0.86,0.07999999999999996
Gone Baby Gone,2007,Drama,0.94,0.86,0.07999999999999996
Gone Baby Gone,2007,Mystery,0.94,0.86,0.07999999999999996
Gone Girl,2014,Drama,0.88,0.87,0.010000000000000009
Gone Girl,2014,Mystery,0.88,0.87,0.010000000000000009
Gone Girl,2014,Thriller,0.88,0.87,0.010000000000000009
"Good Morning, Vietnam",1987,Biography,0.9,0.82,0.08000000000000007
"Good Morning, Vietnam",1987,Comedy,0.9,0.82,0.08000000000000007
"Good Morning, Vietnam",1987,Drama,0.9,0.82,0.08000000000000007
"Good Night, and Good Luck.",2005,Biography,0.93,0.83,0.10000000000000009
"Good Night, and Good Luck.",2005,Drama,0.93,0.83,0.10000000000000009
"Good Night, and Good Luck.",2005,History,0.93,0.83,0.10000000000000009
Goodfellas,1990,Biography,0.9499999999999998,0.9700000000000001,-0.02000000000000024
Goodfellas,1990,Crime,0.9499999999999998,0.9700000000000001,-0.02000000000000024
Goodfellas,1990,Drama,0.9499999999999998,0.9700000000000001,-0.02000000000000024
Gorillas in the Mist,1988,Biography,0.8400000000000001,0.75,0.09000000000000008
Gorillas in the Mist,1988,Drama,0.8400000000000001,0.75,0.09000000000000008
Gosford Park,2001,Comedy,0.87,0.78,0.08999999999999997
Gosford Park,2001,Drama,0.87,0.78,0.08999999999999997
Gosford Park,2001,Mystery,0.87,0.78,0.08999999999999997
Grease,1978,Comedy,0.66,0.87,-0.20999999999999996
Grease,1978,Musical,0.66,0.87,-0.20999999999999996
Grease,1978,Romance,0.66,0.87,-0.20999999999999996
Green Book,2018,Biography,0.77,0.9099999999999999,-0.1399999999999999
Green Book,2018,Comedy,0.77,0.9099999999999999,-0.1399999999999999
Green Book,2018,Drama,0.77,0.9099999999999999,-0.1399999999999999
Green Card,1990,Comedy,0.59,0.5,0.08999999999999997
Green Card,1990,Drama,0.59,0.5,0.08999999999999997
Green Card,1990,Romance,0.59,0.5,0.08999999999999997
Greyhound,2020,Action,0.78,0.76,0.020000000000000018
Greyhound,2020,Drama,0.78,0.76,0.020000000000000018
Greyhound,2020,History,0.78,0.76,0.020000000000000018
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,Adventure,0.73,0.6,0.13
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,Drama,0.73,0.6,0.13
Guardians of the Galaxy,2014,Action,0.92,0.92,0.0
Guardians of the Galaxy,2014,Adventure,0.92,0.92,0.0
Guardians of the Galaxy,2014,Comedy,0.92,0.92,0.0
Guardians of the Galaxy Vol. 2,2017,Action,0.85,0.87,-0.020000000000000018
Guardians of the Galaxy Vol. 2,2017,Adventure,0.85,0.87,-0.020000000000000018
Guardians of the Galaxy Vol. 2,2017,Comedy,0.85,0.87,-0.020000000000000018
Guardians of the Galaxy Vol. 3,2023,Action,0.82,0.94,-0.12
Guardians of the Galaxy Vol. 3,2023,Adventure,0.82,0.94,-0.12
Guardians of the Galaxy Vol. 3,2023,Comedy,0.82,0.94,-0.12
Guillermo del Toro's Pinocchio,2022,Animation,0.96,0.9,0.05999999999999994
Guillermo del Toro's Pinocchio,2022,Drama,0.96,0.9,0.05999999999999994
Guillermo del Toro's Pinocchio,2022,Family,0.96,0.9,0.05999999999999994
Hacksaw Ridge,2016,Biography,0.84,0.91,-0.07000000000000006
Hacksaw Ridge,2016,Drama,0.84,0.91,-0.07000000000000006
Hacksaw Ridge,2016,History,0.84,0.91,-0.07000000000000006
Happy Feet,2006,Animation,0.76,0.7,0.06000000000000005
Happy Feet,2006,Adventure,0.76,0.7,0.06000000000000005
Happy Feet,2006,Comedy,0.76,0.7,0.06000000000000005
Harlem Nights,1989,Comedy,0.26,0.8,-0.54
Harlem Nights,1989,Crime,0.26,0.8,-0.54
Harlem Nights,1989,Drama,0.26,0.8,-0.54
Harriet,2019,Action,0.74,0.97,-0.22999999999999998
Harriet,2019,Biography,0.74,0.97,-0.22999999999999998
Harriet,2019,Drama,0.74,0.97,-0.22999999999999998
Harry Potter and the Deathly Hallows: Part 1,2010,Adventure,0.77,0.85,-0.07999999999999996
Harry Potter and the Deathly Hallows: Part 1,2010,Family,0.77,0.85,-0.07999999999999996
Harry Potter and the Deathly Hallows: Part 1,2010,Fantasy,0.77,0.85,-0.07999999999999996
Harry Potter and the Deathly Hallows: Part 2,2011,Adventure,0.96,0.89,0.06999999999999995
Harry Potter and the Deathly Hallows: Part 2,2011,Family,0.96,0.89,0.06999999999999995
Harry Potter and the Deathly Hallows: Part 2,2011,Fantasy,0.96,0.89,0.06999999999999995
Harry Potter and the Goblet of Fire,2005,Adventure,0.88,0.74,0.14
Harry Potter and the Goblet of Fire,2005,Family,0.88,0.74,0.14
Harry Potter and the Goblet of Fire,2005,Fantasy,0.88,0.74,0.14
Harry Potter and the Prisoner of Azkaban,2004,Adventure,0.9,0.86,0.040000000000000036
Harry Potter and the Prisoner of Azkaban,2004,Family,0.9,0.86,0.040000000000000036
Harry Potter and the Prisoner of Azkaban,2004,Fantasy,0.9,0.86,0.040000000000000036
Harry Potter and the Sorcerer's Stone,2001,Adventure,0.81,0.82,-0.009999999999999898
Harry Potter and the Sorcerer's Stone,2001,Family,0.81,0.82,-0.009999999999999898
Harry Potter and the Sorcerer's Stone,2001,Fantasy,0.81,0.82,-0.009999999999999898
Harry and Tonto,1974,Adventure,0.88,0.81,0.06999999999999995
Harry and Tonto,1974,Comedy,0.88,0.81,0.06999999999999995
Harry and Tonto,1974,Drama,0.88,0.81,0.06999999999999995
Harry and the Hendersons,1987,Comedy,0.45,0.54,-0.09000000000000002
Harry and the Hendersons,1987,Family,0.45,0.54,-0.09000000000000002
Harry and the Hendersons,1987,Fantasy,0.45,0.54,-0.09000000000000002
Havana,1990,Drama,0.27,0.57,-0.29999999999999993
Havana,1990,Romance,0.27,0.57,-0.29999999999999993
Havana,1990,War,0.27,0.57,-0.29999999999999993
Heart Like a Wheel,1983,Biography,1.0,0.82,0.18000000000000005
Heart Like a Wheel,1983,Drama,1.0,0.82,0.18000000000000005
Heart Like a Wheel,1983,Romance,1.0,0.82,0.18000000000000005
Heartbreak Ridge,1986,Drama,0.68,0.74,-0.05999999999999994
Heartbreak Ridge,1986,War,0.68,0.74,-0.05999999999999994
Heaven Can Wait,1978,Comedy,0.86,0.69,0.17000000000000004
Heaven Can Wait,1978,Fantasy,0.86,0.69,0.17000000000000004
Heaven Can Wait,1978,Romance,0.86,0.69,0.17000000000000004
Heavenly Creatures,1994,Biography,0.95,0.83,0.12
Heavenly Creatures,1994,Crime,0.95,0.83,0.12
Heavenly Creatures,1994,Drama,0.95,0.83,0.12
Hell or High Water,2016,Crime,0.97,0.88,0.08999999999999997
Hell or High Water,2016,Drama,0.97,0.88,0.08999999999999997
Hell or High Water,2016,Thriller,0.97,0.88,0.08999999999999997
Henry & June,1990,Biography,0.6,0.68,-0.08000000000000007
Henry & June,1990,Drama,0.6,0.68,-0.08000000000000007
Hercules,1997,Animation,0.82,0.7600000000000001,0.05999999999999983
Hercules,1997,Adventure,0.82,0.7600000000000001,0.05999999999999983
Hercules,1997,Comedy,0.82,0.7600000000000001,0.05999999999999983
Hereafter,2010,Drama,0.47,0.38,0.08999999999999997
Hereafter,2010,Fantasy,0.47,0.38,0.08999999999999997
Hereafter,2010,Romance,0.47,0.38,0.08999999999999997
Hitchcock,2012,Biography,0.6,0.6,0.0
Hitchcock,2012,Drama,0.6,0.6,0.0
Hitchcock,2012,Romance,0.6,0.6,0.0
Hoffa,1992,Biography,0.52,0.58,-0.05999999999999994
Hoffa,1992,Crime,0.52,0.58,-0.05999999999999994
Hoffa,1992,Drama,0.52,0.58,-0.05999999999999994
Holiday,1938,Comedy,1.0,0.89,0.10999999999999999
Holiday,1938,Romance,1.0,0.89,0.10999999999999999
Hollow Man,2000,Action,0.26,0.28,-0.020000000000000018
Hollow Man,2000,Horror,0.26,0.28,-0.020000000000000018
Hollow Man,2000,Sci-Fi,0.26,0.28,-0.020000000000000018
Home Alone,1990,Comedy,0.66,0.8,-0.14
Home Alone,1990,Family,0.66,0.8,-0.14
Honeysuckle Rose,1980,Drama,0.6,0.75,-0.15000000000000002
Honeysuckle Rose,1980,Music,0.6,0.75,-0.15000000000000002
Honeysuckle Rose,1980,Romance,0.6,0.75,-0.15000000000000002
Hook,1991,Adventure,0.29,0.76,-0.47000000000000003
Hook,1991,Comedy,0.29,0.76,-0.47000000000000003
Hook,1991,Family,0.29,0.76,-0.47000000000000003
Hooper,1978,Action,0.57,0.61,-0.040000000000000036
Hooper,1978,Comedy,0.57,0.61,-0.040000000000000036
Hoosiers,1986,Drama,0.91,0.88,0.030000000000000027
Hoosiers,1986,Sport,0.91,0.88,0.030000000000000027
Hope and Glory,1987,Comedy,0.96,0.82,0.14
Hope and Glory,1987,Drama,0.96,0.82,0.14
Hope and Glory,1987,Romance,0.96,0.82,0.14
Hotel Rwanda,2004,Biography,0.91,0.94,-0.029999999999999916
Hotel Rwanda,2004,Drama,0.91,0.94,-0.029999999999999916
Hotel Rwanda,2004,History,0.91,0.94,-0.029999999999999916
House of Flying Daggers,2004,Action,0.87,0.82,0.050000000000000044
House of Flying Daggers,2004,Adventure,0.87,0.82,0.050000000000000044
House of Flying Daggers,2004,Drama,0.87,0.82,0.050000000000000044
House of Gucci,2021,Biography,0.62,0.83,-0.20999999999999996
